OBJECTID_1,OBJECTID,Cod_Favela,Nome,Situacao,Cod_Comple,Complexo,Data_cadas,Cod_bairro,Bairro,Cod_RA,RA,Cod_RP,RP,Cod_AP,Pop_SABREN,Dom_SABREN,Fonte,UPP,COD_BAIRRO_,"SMH""RIO\02479574""Lim_Favelas__Area",ShapeSTArea,ShapeSTLength
556,556,1160,Salsa e Merengue,,,,2021/08/16 00:00:00+00,157,Maré,30,COMPLEXO DA MARE,3.1,Ramos,3,0,0, ,N,157,4719.54998663,4719.550145125,340.663928321604
557,557,1161,Rua do Pecado,,,,2021/08/16 00:00:00+00,47,Parada de Lucas,31,VIGARIO GERAL,3.5,Penha,3,0,0, ,N,047,2526.11248407,2526.11429066,310.905493979085
558,558,1162,Favelinha do Engenho,,,,2021/08/16 00:00:00+00,56,Tomás Coelho,12,INHAUMA,3.4,Inhaúma,3,0,0, ,N,056,14409.4264919,14409.42007688,1516.72955479308
559,559,1163,Avenida Brasil (RA - Bangu),,,,2021/08/16 00:00:00+00,141,Bangu,17,BANGU,5.1,Bangu,5,0,0, ,N,141,4528.10265504,4528.104478655,473.575088876858
560,560,1164,Miguel Sacramento,,,,2021/08/16 00:00:00+00,144,Campo Grande,18,CAMPO GRANDE,5.2,Campo Grande,5,0,0, ,N,144,10140.4874745,10140.49097745,409.133169295778
561,561,1165,Mato Alto,,,,2021/08/16 00:00:00+00,151,Guaratiba,26,GUARATIBA,5.4,Guaratiba,5,0,0, ,N,151,6927.47164291,6927.468983585,386.024837348975
562,562,1116,Comunidade Vila dos Sonhos,,,,2021/08/16 00:00:00+00,4,Caju,1,PORTUARIA,1.1,Centro,1,0,0, ,N,004,3981.73719458,3981.739150255,523.279466448029
563,563,1119,Alto Simão 2,,,,2021/08/16 00:00:00+00,57,São Francisco Xavier,13,MEIER,3.2,Méier,3,0,0, ,N,057,5973.64126182,5973.640892345,681.504432891453
564,564,1117,Alto Simão 1,,,,2021/08/16 00:00:00+00,57,São Francisco Xavier,13,MEIER,3.2,Méier,3,0,0, ,N,057,4268.75832771,4268.755223735,628.478739304125
565,565,1129,Rua H,,,,2021/08/16 00:00:00+00,147,Cosmos,18,CAMPO GRANDE,5.2,Campo Grande,5,0,0, ,N,147,4087.18849806,4087.19528573,711.847693132069
566,566,1,Ladeira dos Funcionários,1,2001,Ladeira dos Funcionários,1981/02/21 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1119,324,IBGE - Censo Demográfico 2010,Caju,004,46826.9135638,46826.914945995,2131.97539591059
567,567,3,Morro da Providência,1,2003,Providência,1981/02/14 00:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,4094,1237,IBGE - Censo Demográfico 2010,Providência,002,105702.031438,105702.02981919,3377.10542059666
568,568,2,Moreira Pinto,2,0,Isolada,1981/03/10 00:00:00+00,3,Santo Cristo,1,Portuária,1.1,Centro,1,326,104,IBGE - Censo Demográfico 2010,Providência,003,9017.61705646,9017.616473305,518.733176685569
569,569,4,Parque Boa Esperança (RA - Portuária),2,0,Isolada,1981/07/24 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,5065,1558,IBGE - Censo Demográfico 2010,Caju,004,108537.454012,108537.45856099,2045.42630236688
570,570,5,Parque Nossa Senhora da Penha,2,0,Isolada,1981/02/17 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1201,384,IBGE - Censo Demográfico 2010,Caju,004,15560.3823505,15560.385285235,811.336470453889
571,571,6,Parque São Sebastião,1,2001,Ladeira dos Funcionários,1981/02/28 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1403,417,IBGE - Censo Demográfico 2010,Caju,004,20683.0505997,20683.050599645,1109.6283044256
572,572,7,Pedra Lisa,1,2003,Providência,1981/02/24 00:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,260,60,IBGE - Censo Demográfico 2010,Providência,002,18771.5953292,18771.595329325,669.320021321757
573,573,8,Quinta do Caju,2,0,Isolada,1981/07/01 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,2211,809,IBGE - Censo Demográfico 2010,Caju,004,56316.7208589,56316.720859005,1158.70648997659
574,574,9,Bispo,1,2006,Turano,1981/07/31 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1978,581,IBGE - Censo Demográfico 2010,Turano,007,56464.0767931,56464.07834668,1756.64669347245
575,575,10,Matinha (RA - Rio Comprido),1,2006,Turano,1982/02/18 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1717,405,IBGE - Censo Demográfico 2010,Turano,007,31754.2122122,31754.212212145,1004.8240601039
576,576,11,Azevedo Lima,1,2005,São Carlos,1981/08/19 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,2233,632,IPP com base em IBGE - Censo Demográfico 2010,São Carlos,007,84956.3444999,84956.34449969,2407.10209108959
577,577,12,São Carlos,1,2005,São Carlos,1982/02/09 00:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,5784,1763,IBGE - Censo Demográfico 2010,São Carlos,009,122071.352345,122071.35234497,1755.14605204583
578,578,13,Catumbi,1,2004,Catumbi,1981/11/30 00:00:00+00,6,Catumbi,3,Rio Comprido,1.1,Centro,1,5770,1717,IBGE - Censo Demográfico 2010,São Carlos,006,126076.29286,126076.29285956,2820.84297568552
579,579,14,Morro do Escondidinho,1,2012,Morro dos Prazeres,1981/01/02 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,1758,587,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,014,27099.2214095,27099.218033485,883.143937311178
580,580,15,Morro Santos Rodrigues,1,2004,Catumbi,1982/02/15 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1006,307,IBGE - Censo Demográfico 2010,São Carlos,007,47023.9892409,47023.98924065,1679.75634846219
581,581,16,Parque Rebouças,1,2008,Vila Santa Alexandrina,1981/06/08 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,137,40,IPP com base em IBGE - Censo Demográfico 2010,Turano,007,2391.91635508,2391.91600253,235.275883153321
582,582,17,Paula Ramos,1,2008,Vila Santa Alexandrina,1981/12/09 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,273,79,IBGE - Censo Demográfico 2010,Turano,007,5829.55692336,5829.5569234,422.483030334391
583,583,18,Rato,2,0,Isolada,1981/08/21 00:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,268,75,IBGE - Censo Demográfico 2010,São Carlos,009,5083.65957682,5083.659576745,429.173761744451
584,584,19,Santa Alexandrina,1,2008,Vila Santa Alexandrina,1981/12/16 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,549,158,IPP com base em IBGE - Censo Demográfico 2010,Turano,007,15882.5957695,15882.59576947,692.145619488868
585,585,20,Sumaré,1,2006,Turano,1981/08/27 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,925,272,IBGE - Censo Demográfico 2010,Turano,007,45930.2063259,45930.206325815,1206.8448935899
586,586,21,Vila Anchieta,1,2007,Vila Anchieta,1981/08/24 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,854,273,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,007,35917.869948,35917.86994789,1035.78027240995
587,587,22,Vila Santa Alexandrina,1,2008,Vila Santa Alexandrina,1981/12/16 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,530,149,IBGE - Censo Demográfico 2010,Turano,007,18987.2762525,18987.27625253,841.900461323318
588,588,23,Cerro-Corá,1,2015,Guararapes,1981/06/26 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,708,200,IBGE - Censo Demográfico 2010,Cerro Corá,019,13369.3955632,13369.395563255,505.144134266652
589,589,24,Guararapes,1,2015,Guararapes,1981/02/01 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,673,161,IBGE - Censo Demográfico 2010,Cerro Corá,019,28567.4784365,28567.478436455,1032.84150212583
590,590,25,Humaitá,2,0,Isolada,1981/06/05 00:00:00+00,21,Humaitá,4,Botafogo,2.1,Zona Sul,2,309,90,IBGE - Censo Demográfico 2010,N,021,5150.89914888,5150.899148915,397.927861805528
591,591,27,Mangueira (RA - Botafogo),1,2016,Mangueira (RA - Botafogo),1981/06/05 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,375,121,IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,020,11201.5785057,11201.578505625,596.394348763535
592,592,28,Morro Azul,2,0,Isolada,1981/05/27 00:00:00+00,15,Flamengo,4,Botafogo,2.1,Zona Sul,2,1183,362,IBGE - Censo Demográfico 2010,N,015,21545.6972394,21545.69723925,968.311975660771
593,593,29,Morro Santa Marta,2,0,Isolada,1981/11/03 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,3908,1176,IBGE - Censo Demográfico 2010,Santa Marta,020,57814.5695226,57814.571993625,1159.35966582072
594,594,30,Tavares Bastos,2,0,Isolada,1981/05/25 00:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,1099,337,IBGE - Censo Demográfico 2010,N,018,28135.1545775,28135.154577675,996.711806227424
595,595,31,Vila Cândido,1,2015,Guararapes,1981/06/26 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,1422,418,IBGE - Censo Demográfico 2010,Cerro Corá,019,27503.903463,27503.903463015,859.811594512445
596,596,32,Vila da Imaculada Conceição,2,0,Isolada,1981/05/28 00:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,151,49,IPP com base em IBGE - Censo Demográfico 2010,N,019,6581.82519615,6581.82519618,712.247570484215
597,597,33,Vila Pereira da Silva,2,0,Isolada,1981/05/29 00:00:00+00,17,Laranjeiras,4,Botafogo,2.1,Zona Sul,2,1244,366,IBGE - Censo Demográfico 2010,N,017,47840.2037975,47840.203797525,1304.1322506798
598,598,34,Vila Santo Amaro,2,0,Isolada,1981/05/27 00:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,2166,649,IBGE - Censo Demográfico 2010,N,018,36703.895152,36703.895151955,1104.12918610515
599,599,35,Babilônia,1,2017,Babilônia,1981/07/23 00:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,2451,777,IBGE - Censo Demográfico 2010,Chapéu Mangueira / Babilônia,023,86921.3698491,86921.36876808,2646.70137086576
600,600,36,Chapéu Mangueira,1,2017,Babilônia,1981/07/23 00:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,1288,401,IBGE - Censo Demográfico 2010,Chapéu Mangueira / Babilônia,023,33506.9911712,33506.98836578,974.994767832383
601,601,37,Ladeira dos Tabajaras,1,2019,Morro dos Cabritos,1981/06/11 00:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,1049,325,IPP com base em IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,020,31229.3505018,31229.347374395,1922.91384819383
602,602,38,Morro dos Cabritos,1,2019,Morro dos Cabritos,1981/07/08 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,2598,885,IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,024,110544.429002,110544.42285436,3571.95186306435
603,603,39,Pavão-Pavãozinho,1,2018,Cantagalo,1981/07/12 00:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,5567,1840,IBGE - Censo Demográfico 2010,Pavão-Pavãozinho / Cantagalo,024,62388.2022454,62388.203220765,1630.87930921183
604,604,42,Morro do Cantagalo,1,2018,Cantagalo,1981/07/30 00:00:00+00,25,Ipanema,6,Lagoa,2.1,Zona Sul,2,4771,1428,IBGE - Censo Demográfico 2010,Pavão-Pavãozinho / Cantagalo,025,67561.0102673,67561.01040017,1904.96218581502
605,605,43,Rocinha,2,0,Isolada,1982/05/26 00:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,69156,23347,IBGE - Censo Demográfico 2010,Rocinha,154,844480.688539,844480.683307875,9267.06808267034
606,606,45,Vidigal,2,0,Isolada,1981/11/10 00:00:00+00,30,Vidigal,6,Lagoa,2.1,Zona Sul,2,9677,3234,IBGE - Censo Demográfico 2010,Vidigal / Chácara do Céu,030,295661.9409,295661.940900505,3482.91289496473
607,607,46,Vila Parque da Cidade,2,0,Isolada,1981/08/03 00:00:00+00,29,Gávea,6,Lagoa,2.1,Zona Sul,2,1924,623,IBGE - Censo Demográfico 2010,Rocinha,029,40746.0978566,40746.097856535,1016.98011807963
608,608,47,Barreira do Vasco,2,0,Isolada,1981/03/12 00:00:00+00,159,Vasco da Gama,7,São Cristóvão,1.1,Centro,1,7949,2699,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,159,112814.123617,112814.12361672,1927.89181586559
609,609,48,Conjunto Ataulfo Alves,2,0,Isolada,1981/07/21 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,274,98,IBGE - Censo Demográfico 2010,N,012,2916.08286021,2916.082860085,292.63417198815
610,610,49,Rua Ferreira de Araújo,2,0,Isolada,1981/03/18 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,38,11,IPP com base em IBGE - Censo Demográfico 2010,N,012,3847.10952929,3847.109529335,306.199770392573
611,611,50,Mangueira (RA - São Cristóvão),1,2009,Mangueira (RA - São Cristóvão),1981/08/14 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,4570,1311,IBGE - Censo Demográfico 2010,Mangueira,011,118272.122665,118272.119449445,2258.83027997785
612,612,51,Marechal Jardim,1,2010,Tuiuti,1981/03/20 00:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,1787,599,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,010,39549.4645963,39549.464596305,1256.55180742972
613,613,52,Morro dos Telégrafos,1,2009,Mangueira (RA - São Cristóvão),1981/03/17 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,6655,1985,IBGE - Censo Demográfico 2010,Mangueira,011,144798.241167,144798.241167245,3183.20823624559
614,614,53,Parque Alegria,1,2002,Parque Alegria,1981/07/27 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1493,505,IBGE - Censo Demográfico 2010,Caju,004,24809.8658241,24809.86582417,1511.28174191679
615,615,54,Parque Candelária,1,2009,Mangueira (RA - São Cristóvão),1981/08/14 00:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,2212,665,IBGE - Censo Demográfico 2010,Mangueira,011,56969.1263306,56969.122841275,2329.89402769674
616,616,55,Parque dos Mineiros,1,2010,Tuiuti,1981/03/17 00:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,668,207,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,010,21370.6748184,21370.674818515,1059.93912142562
617,617,56,Parque Herédia de Sá,1,2011,Vila Arará,1990/11/11 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,2919,921,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,012,48872.8908675,48872.89086759,1901.9081453818
618,618,57,Parque Horácio Cardoso Franco,1,2011,Vila Arará,1981/06/21 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,742,244,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,012,10624.6093196,10624.609319595,568.230297465154
619,619,58,Parque Vitória,1,2002,Parque Alegria,1981/09/01 00:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1784,555,IBGE - Censo Demográfico 2010,Caju,004,16850.7729249,16850.77292519,1211.74011233868
620,620,60,Tuiuti,1,2010,Tuiuti,1981/03/18 00:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,3263,967,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,010,93121.4785015,93121.47850167,2391.39294255762
621,621,61,Vila Arará,1,2011,Vila Arará,1981/03/09 00:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,5119,1567,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,012,81434.6960249,81434.696024985,1728.22803395122
622,622,62,Borel,1,2021,Borel,1988/01/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,7547,2165,IBGE - Censo Demográfico 2010,Borel,033,338821.880353,338821.877576685,4847.22721466567
623,623,63,Coréia (RA - Tijuca),2,0,Isolada,1988/08/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,196,57,IBGE - Censo Demográfico 2010,Salgueiro,033,18692.3737045,18692.373704675,1135.89044231976
624,624,64,Doutor Catrambi,2,0,Isolada,1981/05/23 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,195,61,IBGE - Censo Demográfico 2010,N,034,15461.1770648,15461.17706479,863.423744642799
625,625,65,Estrada do Tijuaçu,2,0,Isolada,1981/05/22 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,1156,359,IBGE - Censo Demográfico 2010,N,034,57814.3525143,57814.3525144,1747.59135851148
626,626,66,França Junior,1,2024,Morro do Cruz,1988/08/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,156,51,IBGE - Censo Demográfico 2010,N,033,6068.51052569,6068.51052567,426.848080048307
627,627,67,Indiana,2,0,Isolada,1981/04/28 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,887,298,IBGE - Censo Demográfico 2010,Borel,033,13426.9076072,13426.907607135,830.425818540521
628,628,68,Mata Machado,2,0,Isolada,1988/08/02 00:00:00+00,34,Alto da Boa Vista,8,Tijuca,2.2,Tijuca,2,2248,680,IBGE - Censo Demográfico 2010,N,034,68989.9246348,68989.924634925,1608.24404922685
629,629,69,Morro da Casa Branca,1,2021,Borel,1981/04/13 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,2539,723,IBGE - Censo Demográfico 2010,Borel,033,80611.0490631,80611.052968605,1537.37166202882
630,630,70,Morro do Chacrinha,1,2006,Turano,1981/04/02 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,1177,316,IBGE - Censo Demográfico 2010,Turano,033,32003.1849671,32003.18496733,1008.61050172373
631,631,71,Morro da Formiga,2,0,Isolada,1982/04/19 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,4312,1279,IBGE - Censo Demográfico 2010,Formiga,033,199710.45658,199710.45658034,4025.6049772813
632,632,72,Morro da Liberdade,1,2006,Turano,1981/03/26 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,3258,923,IBGE - Censo Demográfico 2010,Turano,033,109910.018017,109910.01855209,3692.28116351346
633,633,73,Morro do Bananal,2,0,Isolada,1981/06/01 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,307,75,IBGE - Censo Demográfico 2010,Borel,033,3120.12581923,3120.12581926,452.145091763644
634,634,74,Salgueiro,2,0,Isolada,1982/01/23 00:00:00+00,33,Tijuca,8,Tijuca,2.2,Tijuca,2,3149,869,IBGE - Censo Demográfico 2010,Salgueiro,033,179651.328691,179651.32377654,3852.05122271348
635,635,75,Arrelia,1,2025,Andaraí,1981/05/04 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,1972,606,IBGE - Censo Demográfico 2010,Andaraí,037,110572.33215,110572.332149735,2429.00699283034
636,636,76,Borda do Mato,1,2022,Parque João Paulo II,1981/05/24 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,420,131,IBGE - Censo Demográfico 2010,Andaraí,038,30719.6725783,30719.672578255,1203.3588400411
637,637,77,Buraco Quente,1,2024,Morro do Cruz,1982/02/03 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,176,59,IBGE - Censo Demográfico 2010,Borel,037,12351.2002766,12351.20027653,668.304867496012
638,638,78,Jamelão,1,2025,Andaraí,1981/04/28 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,943,262,IBGE - Censo Demográfico 2010,Andaraí,037,88460.229578,88460.227646055,3873.56615260301
639,639,79,Morro do Cruz,1,2024,Morro do Cruz,1981/04/07 00:00:00+00,37,Andaraí,9,Vila Isabel,2.2,Tijuca,2,1355,414,IBGE - Censo Demográfico 2010,Borel,037,32319.0602145,32319.06021448,886.827151931698
640,640,80,Morro dos Macacos,1,2023,Morro dos Macacos,1981/05/13 00:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,5072,1384,IBGE - Censo Demográfico 2010,Macacos,036,190524.515863,190524.51586261,4245.83063093767
641,641,81,Nova Divinéia,1,2022,Parque João Paulo II,1981/04/23 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,1975,627,IBGE - Censo Demográfico 2010,Andaraí,038,54225.9108172,54225.908340215,1401.08649166944
642,642,82,Parque João Paulo II,1,2022,Parque João Paulo II,1981/05/26 00:00:00+00,38,Grajaú,9,Vila Isabel,2.2,Tijuca,2,2615,810,IBGE - Censo Demográfico 2010,Andaraí,038,58494.262437,58494.26485002,3308.44245928209
643,643,83,Parque Vila Isabel,1,2023,Morro dos Macacos,1981/04/10 00:00:00+00,36,Vila Isabel,9,Vila Isabel,2.2,Tijuca,2,14007,4045,IBGE - Censo Demográfico 2010,Macacos,036,181939.288453,181939.288452765,3431.93842881027
644,644,84,Baixa do Sapateiro,1,2085,Maré,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,7562,2499,IBGE - Censo Demográfico 2010,Maré,157,123317.51905,123317.52004237,2159.96299624404
645,645,85,Chp-2,1,2026,Manguinhos,1982/03/15 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,3908,1136,IBGE - Censo Demográfico 2010,Manguinhos,039,84025.354811,84025.353057935,3684.38888012935
646,646,86,Igreja Nossa Senhora da Conceição,2,0,Isolada,1981/08/12 00:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,301,96,IBGE - Censo Demográfico 2010,N,041,4306.86288208,4306.862882065,405.056264411076
647,647,87,Itararé,1,2084,Complexo do Alemão,1981/05/14 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1568,505,IPP com base em IBGE - Censo Demográfico 2010,Nova Brasília,156,44023.374198,44023.37419797,1082.31871124343
648,648,88,Joana Nascimento,2,0,Isolada,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,64,24,IPP com base em IBGE - Censo Demográfico 2010,Maré,157,2367.83204222,2367.83204226,194.821555725217
649,649,89,Joaquim de Queiróz,1,2084,Complexo do Alemão,1981/04/28 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,6995,2090,IPP com base em IBGE - Censo Demográfico 2010,Nova Brasília,156,157961.918003,157961.91800326,2870.99799981199
650,650,90,Parque Maré,1,2085,Maré,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,12421,4018,IBGE - Censo Demográfico 2010,Maré,157,142264.015558,142264.01555861,2291.1688149138
651,651,91,Morro da Baiana,1,2084,Complexo do Alemão,1981/04/27 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,2086,669,IBGE - Censo Demográfico 2010,Adeus / Baiana,156,48833.7184646,48833.72200926,1967.53678813222
652,652,92,Morro do Adeus,1,2084,Complexo do Alemão,1981/04/03 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1102,345,IPP com base em IBGE - Censo Demográfico 2010,Adeus / Baiana,156,49740.7833055,49740.783305385,1818.56952589283
653,653,93,Morro do Alemão,1,2084,Complexo do Alemão,1981/04/27 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,14413,4138,IPP com base em IBGE - Censo Demográfico 2010,Alemão,156,515904.080756,515904.080756045,8714.88626822662
654,654,94,Morro do Cariri,1,2031,Penha,1981/05/25 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,8394,2519,IPP com base em IBGE - Censo Demográfico 2010,Vila Cruzeiro,042,199046.096501,199046.09650102,2758.62295310506
655,655,95,Morro do Piancó,1,2084,Complexo do Alemão,1981/04/06 00:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1166,344,IBGE - Censo Demográfico 2010,Adeus / Baiana,156,49119.3151231,49119.31512319,1569.64576552658
656,656,96,Nova Holanda,1,2085,Maré,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,13341,4085,IPP com base em IBGE - Censo Demográfico 2010,Maré,157,150187.383018,150187.383017825,2196.72003342246
657,657,97,Paraibuna,2,0,Isolada,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,0,0, ,Maré,157,2464.15047267,2464.15047283,451.862734309234
658,658,98,Parque Carlos Chagas,1,2026,Manguinhos,1981/03/31 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,1152,353,IBGE - Censo Demográfico 2010,Manguinhos,039,35221.8483492,35221.84108011,2088.16674244662
659,659,99,Parque Félix Ferreira,2,0,Isolada,1981/04/01 00:00:00+00,50,Higienópolis,12,Inhaúma,3.4,Inhaúma,3,773,248,IBGE - Censo Demográfico 2010,N,050,13388.9350378,13388.935037805,822.91498653897
660,660,100,Parque João Goulart,1,2026,Manguinhos,1982/04/06 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,3758,950,IPP com base em IBGE - Censo Demográfico 2010,Manguinhos,039,30014.2693793,30014.27117868,1644.57776976737
661,661,101,Parque Oswaldo Cruz,2,0,Isolada,1981/03/20 00:00:00+00,39,Manguinhos,10,Ramos,3.1,Ramos,3,4776,1232,IBGE - Censo Demográfico 2010,Manguinhos,039,65493.1055604,65493.105560475,1141.42974974475
662,662,102,Parque Proletário Monsenhor Brito,2,0,Isolada,1981/11/29 00:00:00+00,40,Bonsucesso,10,Ramos,3.1,Ramos,3,1033,415,IBGE - Censo Demográfico 2010,N,040,8621.00167494,8621.001674895,410.574590463597
663,663,103,Parque Roquete Pinto,1,2086,Parque Roquete Pinto,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,7488,2382,IBGE - Censo Demográfico 2010,Maré,157,94691.3290271,94691.32902704,1849.04478466597
664,664,104,Parque Rubens Vaz,1,2085,Maré,1986/01/30 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,5154,1710,IBGE - Censo Demográfico 2010,Maré,157,74507.1974303,74507.199315425,1907.16923099644
665,665,105,Parque União,1,2085,Maré,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,19662,6621,IBGE - Censo Demográfico 2010,Maré,157,225173.223732,225173.22373283,2004.09184106144
666,666,106,Ramos,1,2086,Parque Roquete Pinto,1988/01/01 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,3073,932,IBGE - Censo Demográfico 2010,Maré,157,39887.8255383,39887.82553837,1192.96135909428
667,667,107,Tenente Pimentel,2,0,Isolada,1981/08/12 00:00:00+00,42,Olaria,10,Ramos,3.1,Ramos,3,309,73,IBGE - Censo Demográfico 2010,N,042,5787.90323449,5787.903234405,409.144226703325
668,668,108,Timbau,1,2085,Maré,1986/01/10 00:00:00+00,157,Maré,30,Maré,3.1,Ramos,3,5916,1964,IBGE - Censo Demográfico 2010,Maré,157,124926.119396,124926.119395775,2027.59914451996
